"","Donor1","Donor2","Donor3","Donor4","Donor5","Donor6","Donor7","Donor8","Donor9","Donor10","Donor11","Donor12","Donor13","Donor14","Donor15","Donor16","Donor17","Donor18","Donor19","Donor20","Donor21","Donor22","Donor23","Donor24","Donor25","Donor26","Donor27","Donor28","Donor29","Donor30","Donor31","Donor32","Donor33","Donor34","Donor35","Donor36","Donor37","Donor38","Donor39","Donor40","Donor41","Donor42","Donor43","Donor44","Donor45","Donor46","Donor47","Donor48","Donor49","Donor50","Donor51","Donor52","Donor53","Donor54","Donor55","Donor56","Donor57","Donor58","Donor59","Donor60","Donor61","Donor62","Donor63","Donor64","Donor65","Donor66","Donor67","Donor68","Donor69","Donor70","Donor71","Donor72","Donor73","Donor74","Donor75","Donor76","Donor77","Donor78","Donor79","Donor80","Donor81","Donor82","Donor83","Donor84","Donor85","Donor86","Donor87","Donor88","Donor89","Donor90","Donor91","Donor92","Donor93","Donor94","Donor95","Donor96","Donor97","Donor98","Donor99","Donor100","Donor101","Donor102","Donor103","Donor104","Donor105","Donor106","Donor107","Donor108","Donor109","Donor110","Donor111","Donor112","Donor113","Donor114","Donor115","Donor116","Donor117","Donor118","Donor119","Donor120","Donor121","Donor122","Donor123","Donor124","Donor125","Donor126","Donor127","Donor128","Donor129","Donor130","Donor131","Donor132","Donor133","Donor134","Donor135","Donor136","Donor137","Donor138","Donor139","Donor140","Donor141","Donor142","Donor143","Donor144","Donor145","Donor146","Donor147","Donor148","Donor149","Donor150","Donor151","Donor152","Donor153","Donor154","Donor155","Donor156","Donor157","Donor158","Donor159","Donor160","Donor161","Donor162","Donor163","Donor164","Donor165","Donor166","Donor167","Donor168","Donor169","Donor170","Donor171","Donor172","Donor173","Donor174","Donor175","Donor176","Donor177","Donor178","Donor179","Donor180","Donor181","Donor182","Donor183","Donor184","Donor185","Donor186","Donor187"
"ENSG00000008128.22_CDK11A",-0.1224,0.4418,-0.0857,0.1568,-0.2314,0.5057,0.0323,-0.0197,0.1091,0.1237,-0.0096,-0.2193,-0.2767,0.0084,-0.6033,-0.0445,0.2236,-0.0231,0.1105,0.6808,0.1341,0.0883,-0.7073,-0.1233,0.5659,-0.1148,0.4705,0.8195,0.1454,-0.0954,0.1335,0.0277,-0.0159,-0.128,-0.0707,-0.3002,-0.0616,-0.3425,0.0974,0.9466,0.3655,-0.1135,0.1829,0.0155,0.7755,0.161,-0.0105,-0.0063,-0.0441,0.0945,0.5568,-0.5775,-0.2463,-0.5639,-0.0893,-0.0959,0.2716,0.2453,-0.097,-0.0531,-0.0994,0.1474,0.1667,-0.0177,0.9173,-0.0666,0.2641,-1.0297,0.7304,-0.2405,0.2799,0.103,0.0288,-0.1069,-0.069,1.4098,0.5976,0.1626,-0.2149,0.2487,-0.0594,-0.3063,0.001,-0.7345,-0.1165,0.1815,0.9132,-0.2171,-0.0031,-0.0549,-0.0011,0.1621,2.3917,-0.5136,-0.9258,0.1173,1.7039,-0.2476,-0.2356,-0.1034,-0.0652,1.5702,0.2705,-0.2236,-0.259,0.434,0.5123,-0.339,0.2622,-0.0011,0.6233,0.1857,-0.9403,0.0357,0.1491,0.0064,-0.5327,0.1149,0.187,0.0021,-0.1453,-0.2261,-0.4313,0.0548,0.4593,-0.1276,0.5731,-0.0835,-0.1096,-0.1645,0.1098,0.7476,0.1015,-0.0562,-0.2597,0.1331,-0.158,0.2816,-0.2282,0.2682,-0.0749,0.0652,0.0326,-0.2357,-0.2925,0.1739,-0.1262,0.0812,-0.1053,-0.2169,-4.9377,-0.0447,0.055,-0.1906,-0.1201,0.0056,-0.1259,-0.8304,0.3056,0.0536,0.0127,-0.0232,-1.0575,-0.6354,-0.4969,-0.607,0.1927,-0.7157,-0.2306,-0.0037,0.1173,0.7336,-0.1016,0.008,-0.0691,-0.0246,-0.2718,-0.2516,-0.098,-0.8745,0.2168,-0.0278,0.0784,0.1212,-0.346,-0.0767,0.0674
"ENSG00000178821.12_TMEM52",-0.2358,0.1147,-0.39,0.044,-0.7813,0.2994,0.4846,0.2139,0.6407,-0.2099,-0.6647,0.285,0.0107,-0.448,0.128,-0.637,0.1614,1.0117,-0.3422,0.5081,-0.2536,0.2306,-0.1647,-0.4233,0.8052,0.324,0.3113,0.4053,0.0521,0.4016,-0.8816,-0.1857,-0.1397,0.1561,-0.016,0.035,0.0088,-0.3508,0.18,0.6992,0.5912,0.45,0.4156,0.2549,0.7899,0.3912,0.3956,-0.27,0.0712,-0.4747,0.4545,0.0394,-0.3952,0.1273,0.083,0.2303,-0.623,-0.5224,0.2381,-0.1792,-0.3764,-0.8957,0.2049,-1.1271,-0.4964,0.3831,-0.3367,-0.1337,0.5392,-0.7374,0.7296,-0.4814,-0.4956,-0.3831,-0.3972,1.1254,-0.2899,-0.0616,-0.3176,0.1704,-0.0253,-0.2888,-0.1372,-0.538,0.0574,-1.2181,0.8067,0.1803,0.6789,-0.1242,-1.1082,0.0465,0.7886,-0.1157,-0.4655,0.2538,0.0152,-0.1949,-0.7405,-0.2115,0.3667,1.04,0.3846,0.384,-0.7839,-0.2512,0.4493,-0.2401,0.0276,-1.2439,-0.6596,0.3775,-0.5674,-0.0223,-0.3617,-0.0441,-0.338,0.2412,-0.2938,0.0396,0.6818,0.0863,-0.2253,0.4748,-0.0032,0.0897,-0.3292,0.1495,-0.4123,0.063,-0.2534,0.742,-0.6366,-0.6152,-1.0151,-0.1356,-1.209,0.7277,0.3246,0.4254,-0.0062,0.2247,-0.5356,0.1538,0.1912,0.4486,0.6508,0.31,0.7243,-0.4054,-0.1756,0.6629,0.3236,-0.1937,0.5154,0.7513,-0.5591,0.0743,0.1965,0.5524,0.2125,-0.4331,-0.2025,0.2292,-0.3337,-0.5048,0.2251,0.4658,-0.2625,0.5348,0.3649,0.1268,0.0386,-0.2288,0.0149,0.3156,0.0059,0.2303,-0.0253,0.527,-0.1102,0.2723,-0.0011,-0.1484,-0.6948,0.3121,-0.0054
"ENSG00000157873.17_TNFRSF14",0.1405,0.0044,-0.3315,0.7328,-0.8886,0.342,0.3331,-0.5387,0.3994,-0.085,-0.0854,-0.221,-0.8203,-0.3105,-0.8018,-0.3198,-0.7036,1.1533,-0.3753,0.101,0.0878,0.4735,0.7092,-0.416,1.0417,-0.1798,0.1129,-0.8693,0.5733,0.065,0.0362,0.0294,0.1147,-1.1414,0.7576,0.1922,0.9634,0.363,0.392,0.7056,0.2516,-0.2123,-0.0924,-0.479,1.0802,0.5869,0.269,-0.3259,-0.3523,0.0944,0.3759,-0.4455,-0.7716,-0.965,0.2936,-0.1619,-0.3617,-0.6598,-0.6599,-0.34,-0.2192,0.1188,0.4068,0.1724,0.5076,-0.3895,0.2914,-0.0272,0.5705,-0.2052,0.6861,0.0949,-0.4507,-0.2644,0.0323,0.35,-0.6115,-0.0925,-0.0337,0.1772,-0.1576,0.0917,0.3637,-0.5154,-0.7838,-0.0664,1.6209,0.5978,0.4788,-0.0935,-0.2752,1.0188,0.9964,-0.4832,-0.1535,0.4616,0.5802,-0.0424,0.1012,-0.4323,-0.3238,0.475,0.224,-0.3313,0.6574,0.337,0.9099,-0.4923,0.0982,-0.819,-0.1046,0.287,-0.2169,-0.2676,0.2469,-0.9629,-0.2389,0.0617,0.1821,0.1245,-0.078,-0.1017,-0.1516,-0.2661,-0.1722,0.6583,0.4613,-0.0466,-0.2609,-0.2729,-0.0674,0.5951,-0.5567,-0.2194,-0.7282,0.0456,-1.1421,0.6834,-0.8151,0.7408,0.5011,0.1213,-0.9124,0.4052,0.0331,-0.2395,-0.1449,0.098,-0.4671,-0.339,-0.4845,0.7731,0.2995,-0.3053,-0.7853,0.3865,-0.2255,1.2092,-0.0985,-0.3369,0.0866,0.0689,0.029,0.0093,-0.2129,0.2308,-0.3897,0.0417,-0.1556,0.2451,0.357,-0.1273,-0.514,-0.3242,0.1475,-0.1327,-0.1695,0.2503,-0.5493,-0.5121,0.2365,-0.0653,0.3131,-0.1959,0.0035,-0.1029,0.5096
"ENSG00000162591.15_MEGF6",0.6052,0.2403,-0.7946,-0.3303,-0.4563,1.2041,-1.3099,-0.7622,0.741,-0.5749,1.6607,0.9664,-1.8272,-0.0307,0.8321,0.4974,0.4594,-0.7345,-0.1179,-2.1659,1.1255,0.8022,-0.2959,-0.2189,0.4536,1.5714,-0.0081,-0.6227,0.3468,-0.1528,0.3959,-1.0517,0.228,-0.6677,0.8508,-0.2754,0.6584,0.2248,0.5799,0.3232,0.337,2.1017,-0.5789,0.7637,-1.8711,-1.4892,-0.9712,0.5734,0.2858,1.7114,-0.8609,0.2989,-1.7084,-0.02,-0.5081,1.2965,0.937,0.6548,2.0987,0.9052,-1.0791,-1.4171,-0.1547,0.0542,1.9761,1.9463,0.6714,-0.9372,-0.5502,0.7478,0.868,0.1265,1.5218,1.9439,-1.0013,0.8604,-0.9812,-0.8806,0.417,-0.5619,-1.3559,0.5149,3.2712,-0.2786,0.1026,-0.5012,-1.7182,-0.8122,-0.878,1.0452,-0.6686,0.5903,0.8885,0.1361,0.9294,-1.4091,0.9919,-1.4655,0.4753,0.9148,-0.3929,1.4194,0.9605,-0.2436,2.3952,-0.9454,-0.044,0.1697,1.7774,-0.4664,1.95,-0.0714,0.5715,-0.0348,-2.7039,-0.1624,-0.5132,-0.5457,-0.4205,0.2517,1.3825,0.0209,-0.9001,-1.9352,0.6096,-0.8703,1.1334,-0.4219,-0.0736,0.8969,0.0891,-0.7087,-0.0473,1.275,0.2311,-0.4393,-1.5185,0.0322,-0.9996,1.2941,1.553,0.6533,0.3506,0.7742,-1.1944,1.0528,-1.6148,1.0948,0.5024,0.5894,-0.0345,0.8756,-0.1413,-0.7841,0.0468,0.4037,-0.2022,-1.1542,-0.8914,-0.7961,-0.24,-1.9429,0.2326,-0.0562,-1.4195,-1.1176,-0.4416,0.1901,-0.4345,-0.859,0.1766,-1.9229,-1.2797,-0.2065,-1.4484,0.4661,-1.2717,-0.468,0.1621,0.3886,0.2314,-1.5904,-0.542,0.2337,-1.2147,0.4528,0.1677
"ENSG00000069424.14_KCNAB2",0.0266,-0.0799,0.1408,-0.3377,0.1468,-0.6225,0.068,-0.928,0.0882,0.3987,0.5435,-0.5164,-1.4898,-0.8644,-0.0314,0.3814,-0.4431,0.1097,0.3423,1.0846,-0.0976,0.329,0.2211,0.3566,0.065,0.6842,-0.4361,-0.5202,0.1681,0.048,-0.2412,0.1354,0.4003,-0.7385,0.0155,0.7812,1.0157,0.0583,0.0364,-0.5016,0.865,-0.5275,0.0368,-0.4568,-0.432,-0.1237,1.2329,-0.3882,-0.3271,0.5365,0.138,-0.5528,-0.095,-0.0207,-0.2922,-0.0304,0.4267,0.1457,-0.1355,0.6941,0.2426,-0.2921,0.2312,-0.1412,0.4057,0.1889,-0.4537,-0.3006,-0.0489,0.1974,-0.386,0.1429,-0.5114,0.1287,-0.0013,0.4622,0.1748,-0.4237,-0.1101,-0.1605,-0.0659,-0.0314,0.5444,0.2048,-1.1273,0.6084,0.2617,0.3002,0.6327,-0.3075,-0.5315,-0.0921,-0.1092,-0.0621,0.7492,-0.0444,0.0501,1.0625,0.0874,-0.2364,0.3967,-0.3761,0.3752,-0.4446,0.7269,0.6332,-0.5803,-0.4005,-0.3234,-0.8808,0.0088,0.2266,-0.2714,-0.0201,-0.2006,-0.8674,0.055,0.9218,0.454,0.7943,-0.587,0.4882,0.0417,-0.4037,0.1438,-0.118,1.4083,0.4561,0.0957,-0.0686,-0.1479,0.5416,-0.6267,1.1034,-0.6662,-0.2111,-0.8173,0.1006,-0.2681,0.1154,6e-04,-0.466,0.025,-0.1302,0.0363,-0.5325,-0.9778,-0.4668,0.0268,-0.2778,-0.1361,0.2327,-0.6431,-0.1814,-0.7293,0.5929,-0.5094,0.5439,0.4376,-0.3105,-0.1723,-0.0801,-0.5131,-0.4612,0.4726,-0.3865,-0.0736,0.6893,0.4244,0.3113,0.7566,0.15,-0.3675,-0.0762,0.4291,-0.3765,0.3156,-0.3941,-0.3837,-0.1483,-0.1213,0.0313,0.4465,0.2487,-0.0315,0.0143,0.2243
"ENSG00000158286.12_RNF207",0.3961,-0.2485,0.2516,0.0131,-0.2269,1.3194,-0.1516,-0.0046,-0.1224,0.3148,-0.5566,0.3601,-0.3999,0.0054,0.005,-0.0588,-0.1748,0.2864,0.0361,-0.0214,0.1573,0.6139,0.2551,-0.5832,0.3344,-1.2969,0.9855,0.2408,-0.0487,-0.1832,-0.2255,0.0316,-0.0734,-0.2838,0.2113,-0.2109,-0.0425,0.1929,0.492,1.1666,0.4374,0.0869,0.0399,-0.0828,1.2449,0.4474,0.4556,0.0178,-0.4445,0.8525,0.4056,-0.772,-0.8026,-0.1313,-0.4234,-0.5256,-0.0333,-0.8691,-0.2778,0.1617,-0.4037,0.0033,-0.0777,-0.1436,0.5665,0.2741,0.6368,-0.1486,0.7213,0.6422,0.6296,0.3614,-0.5929,0.521,-0.6502,-0.7751,-1.1971,-0.6686,-0.6132,0.4065,-1.3518,0.4119,0.6559,-0.1361,-0.5742,0.4291,0.9206,0.7707,0.5099,-0.2879,-1.0691,0.6997,1.4101,-0.1324,-0.8688,-0.2299,0.7124,-0.4277,-0.4452,-0.1272,-0.2147,0.4973,0.8987,-0.2393,-0.81,0.7263,1.2503,-0.2821,0.9861,0.0896,0.3932,0.4136,-0.3556,-0.1307,-0.742,-0.004,-0.0835,-0.8403,0.0681,0.6913,-0.0698,0.2608,0.2201,0.0503,0.2775,0.3446,0.3994,0.4543,-0.0887,0.6548,-0.7283,-1.1562,0.1942,0.8238,-0.5119,-0.5748,0.0736,-1.2777,0.3686,1.6692,0.1878,0.0527,-0.3498,0.1338,0.1971,0.4459,0.1598,-0.0322,0.1746,-0.1357,0.1997,0.0355,0.4353,-0.1312,-0.1451,0.3103,-0.2866,-0.039,-0.1277,0.1652,-0.1361,-0.4159,-0.4615,-0.3573,-0.2677,-0.4311,-0.0725,-0.6573,-0.0854,0.218,0.4904,-0.3574,-0.232,-0.5103,-0.4155,0.2651,-0.4999,0.1804,-0.3643,-1.3358,-0.492,0.0589,-0.5736,-0.8119,-0.4047,-0.4123,0.2308
"ENSG00000097021.19_ACOT7",0.566,-0.4989,1.7185,-0.5881,1.401,-1.0243,0.1965,0.0466,-0.2603,0.094,0.5379,-1.0384,0.671,0.4932,1.2619,2.2064,-0.6738,-0.2522,0.0012,-1.2955,-0.7774,0.0914,-1.1273,0.2463,0.235,0.7804,-0.7296,-0.0632,-1.2659,-0.0691,0.0023,0.2188,0.7479,0.8073,-0.5626,-0.7691,-0.6883,-0.3226,-1.75,-0.3364,-0.2204,0.428,-0.5083,0.2856,-0.1329,-1.2141,-0.4959,0.5558,0.245,2.0249,0.336,0.9583,0.8605,-0.1088,-0.1198,-0.0286,-0.0239,0.632,-0.1931,1.3927,0.2842,0.5463,-0.7351,-0.9506,-1.1084,-0.9199,0.6434,0.0683,-0.8539,2.3089,-0.549,-0.7998,-0.738,0.2419,-1.0474,0.5139,0.138,-0.8873,-0.6848,-0.581,0.0664,0.1363,-1.1768,0.0803,0.2167,0.0452,-0.9733,0.6992,0.0341,-0.9805,-0.122,-0.5198,-0.4904,-0.1283,-0.5048,-0.6914,-1.2374,-0.672,-0.7661,-1.1241,0.8505,-0.8406,-1.1902,0.2213,-0.7253,-0.691,-0.1241,-0.012,0.044,0.2639,1.1487,0.6555,-0.3362,-0.0114,-0.8382,1.0556,0.6786,-1.2252,0.8124,0.8886,-0.5831,1.0875,0.0534,0.2156,-0.0235,-0.531,-0.1277,-0.4444,0.2747,1.2735,-0.0557,-0.1941,1.269,3.0171,0.1887,-0.2619,1.031,0.0183,1.3995,-0.2537,0.2125,-0.2289,-0.3412,-0.2004,0.4264,-0.3201,-0.2318,-0.3601,1.1132,0.6191,-0.2207,-0.2133,0.0405,-0.0076,1.039,-0.3804,-0.015,-0.4374,-0.9363,0.4711,0.4578,0.4897,0.5152,-0.0259,1.219,0.6802,0.8812,1.1361,0.6099,-0.8957,0.023,-0.5416,0.1565,0.3181,-0.7504,0.1378,-0.2194,-0.9558,0.1332,0.222,-0.2761,-0.4283,-1.0926,-0.2488,1.3397,-0.6086,0.0322
"ENSG00000215788.9_TNFRSF25",0.4047,0.0217,0.1886,0.4155,0.5165,1.6835,0.2691,-0.9997,-0.1375,0.4468,-0.1553,0.1977,-0.9188,-1.0484,-0.3623,0.8501,-0.4741,0.6627,-0.5312,0.0515,-0.4573,0.3544,0.6122,-1.1276,1.4243,-0.3499,0.6336,0.7979,-0.3559,-0.2846,-0.2459,-0.2501,1.0575,-1.8838,-0.8833,1.2285,0.0671,0.2145,0.8001,1.0955,0.4973,-0.4331,0.0012,-0.422,1.9387,-0.2829,-0.2078,0.5721,-0.9309,2.3834,0.6995,0.2085,-0.6824,-0.7088,-0.5382,-0.3511,0.1303,-0.144,-0.7398,1.2558,-1.0339,-0.0148,0.0208,0.2112,0.381,0.2794,-0.0735,-0.0693,1.8652,1.9468,0.7558,-0.489,-0.9906,0.5516,-0.6652,-1.2706,-0.8312,-0.9772,-1.0422,0.8309,-1.3831,-0.1968,0.3368,0.3419,-0.8144,0.1429,2.5184,1.4115,1.2975,-0.6208,-1.0383,-0.1825,1.5134,-0.552,-0.7867,-0.2468,1.0384,-0.4932,-0.1522,0.1782,-0.5408,-0.3635,1.1363,-0.2666,-0.203,0.4357,1.3233,-0.2979,0.5357,-0.9194,0.772,0.8838,-0.4239,-0.3323,0.033,-0.3837,-0.9068,0.0307,0.0117,1.1364,0.1424,1.1842,-0.5349,-0.6051,1.0557,-0.3528,-0.1971,-0.1645,0.1607,-0.8624,-0.1597,-1.1661,0.7097,2.1262,-0.3679,-0.3422,0.0843,-0.1983,-0.2425,1.386,0.3418,-0.5695,-1.2937,-0.14,-0.1642,-0.0738,-0.203,-0.6753,0.5998,-0.2688,-0.4819,-0.3736,0.2447,-0.2087,-0.1874,-0.6624,-0.4361,-0.1372,0.3963,-0.2585,-0.3011,-0.8749,0.0519,-1.5925,0.256,0.0446,0.8339,-0.168,0.6274,0.6895,-0.0934,-0.2437,-0.273,-0.0579,-0.86,0.435,-0.3123,-0.4439,-0.0718,-1.9613,-0.2021,-0.2913,-0.3025,-0.8374,0.0849,-0.3044,-0.0683
"ENSG00000171680.21_PLEKHG5",0.3827,0.1086,0.4142,0.3847,0.9031,0.59,0.5584,-0.3211,0.2348,0.369,-0.1126,0.2572,-1.0532,-1.0307,-0.3351,0.5081,-0.3638,0.708,-0.3122,0.3833,-0.397,0.3295,0.5316,-0.5109,0.3368,-0.2941,0.1783,0.4758,-0.0732,-0.1175,-0.4229,-0.183,0.7117,-1.5514,-0.3411,1.2738,0.0977,0.175,0.9122,0.4549,0.2481,-0.1436,0.179,-0.3775,0.3728,-0.2847,-0.1655,0.4338,-0.8041,1.3719,0.3993,-0.0633,-0.3563,-0.4614,-0.3014,0.1497,0.3048,-0.161,-0.329,1.2709,-0.7543,0.0175,0.1231,0.0959,0.1083,0.0977,-0.2692,0.1426,0.5887,1.0765,0.3143,-0.1186,-0.2162,0.2261,-0.0216,-1.1176,0.0085,-0.3148,-0.6552,0.7656,-1.1281,-0.0594,0.38,-0.0127,-0.7199,-0.0438,1.694,1.0373,0.8338,-0.2095,-0.8113,0.0423,0.3541,-0.4221,-0.214,0.1831,0.8801,-0.2711,-0.0354,0.2468,0.0483,-0.0279,0.5048,-0.1712,-0.2596,0.188,0.5068,-0.4116,0.6098,-0.5242,-0.2639,0.4025,-0.2359,-0.1715,-0.0391,-0.528,-0.5848,0.0565,-0.0356,0.8875,-0.1891,1.2391,-0.5997,-0.4622,0.2554,-0.2332,-0.1635,-0.3251,-0.1342,-0.4267,-0.2182,-0.3435,0.4921,1.7053,-0.1961,-0.1369,-0.4831,-0.1589,-0.4016,0.0202,0.392,-0.2602,-0.5582,-0.1958,-0.3026,0.0173,-0.2678,-0.1402,0.5259,-0.0295,-0.2977,-0.4613,-0.2562,-0.1701,-0.0696,-0.5171,-0.6506,-0.0538,0.3702,-0.1849,-0.0866,-0.7357,-0.2795,-0.5728,-0.0908,-0.5899,0.5949,0.2948,0.7386,-0.4599,0.2201,-0.182,0.1521,-0.0275,-0.3685,0.3371,0.0368,-0.2449,0.0872,-1.1095,-0.251,-0.1655,0.1876,-0.4884,0.3468,-0.3069,-0.081
"ENSG00000049246.14_PER3",0.439,1.2553,0.1187,0.4059,-0.2918,1.1997,-0.0869,0.8021,0.8081,0.5084,-0.7988,0.2808,-0.1301,-0.544,0.572,0.5036,1.0718,-0.8658,-0.4141,0.2167,0.4655,0.5843,0.5068,-1.5848,-0.4099,0.6847,0.2233,0.3655,0.4154,1.1583,-1.0936,0.1187,-0.8228,-0.6176,-0.2846,-0.684,-0.7641,-0.2203,0.9346,0.5021,0.1837,0.8372,-0.2891,0.0195,-1.8954,0.1439,-0.1291,0.042,-0.1965,0.5281,0.773,0.0446,-0.8867,0.2711,0.7892,1.2391,0.1877,-0.8804,0.2433,0.4849,-1.1121,0.3985,1.3676,-0.756,0.4533,0.4731,-0.4669,0.2715,0.2689,0.6649,0.8763,0.9205,-0.4632,0.543,-1.6478,-1.3472,0.3259,-0.2566,-0.5465,0.522,0.8949,0.0021,0.8388,-1.0547,0.065,-0.2178,0.1669,-0.239,0.9598,0.1545,-1.1017,-0.1614,-0.2488,1.4181,1.4598,0.196,-0.0351,-0.1039,0.2084,-0.2628,0.0186,1.3976,0.5984,0.5155,-0.3942,-0.3624,1.7163,0.0974,0.3913,-1.527,-0.7761,0.2986,0.0356,-0.3359,-1.5232,0.2283,-1.1996,-0.2371,-0.0728,-0.663,0.2631,1.011,1.2954,-1.0048,-0.2927,0.5431,-1.2351,-0.0268,0.703,0.0359,0.4424,-2.761,-0.3324,0.2043,-0.1911,0.1106,-2.042,-1.5216,-0.0564,-0.1811,0.84,-0.8487,0.3474,0.8965,-0.467,0.0743,0.9907,0.6229,0.445,-0.0141,-0.6005,-0.1565,0.0622,-1.7023,0.7236,-0.237,-0.1599,0.5804,-0.2386,0.4552,-0.3519,-2.2552,0.0141,-0.4812,-1.9824,-0.173,0.8207,0.6348,-0.1564,0.6031,0.3076,0.118,-0.4048,-0.0054,-0.9655,0.8027,-0.5817,-0.3665,0.1483,-0.2079,-0.3071,0.531,-0.1335,0.2734,-0.1999,0.4911,-0.4228
"ENSG00000116285.12_ERRFI1",-0.1934,-0.1602,0.015,0.3589,0.2426,0.5028,0.5884,0.0112,-0.156,0.0995,-0.4935,0.537,-0.4464,0.1385,-0.2324,0.0048,-0.0548,1.8598,0.0048,-0.0996,-0.3099,-0.5805,-0.4539,0.1193,1.1657,0.0382,-0.672,-0.5038,0.1906,0.0665,-0.2389,0.1766,-0.2902,-0.3931,0.0315,-0.8155,-0.1339,-0.0081,0.2306,0.7185,0.0183,0.0671,-0.1249,-0.1796,-0.784,-0.2034,-0.4763,0.1722,-0.2299,1.4071,-0.3863,0.2814,0.6751,-0.015,-0.3755,-0.3973,0.0868,-0.2404,0.6349,0.4659,0.1314,-0.4171,-0.2752,-0.2667,1.4336,0.333,-0.4006,-0.4797,-0.0292,1.187,2.3266,-0.163,0.2924,0.3855,0.0842,-0.1258,0.2846,0.3348,0.378,-0.3568,0.5229,-0.3237,1.8481,-0.3462,-0.0298,0.3799,1.7414,0.0835,0.0913,-0.3104,0.2169,-0.0181,2.0626,0.244,-0.0883,0.1234,0.2214,0.0865,-0.3284,0.104,-0.7086,-0.0283,-0.3426,-0.3741,0.2961,-0.4677,2.305,-0.4207,-0.2468,-0.0894,-0.2539,0.0548,-0.1653,-0.7353,-0.5391,-0.1645,-0.4605,-0.3422,-0.3164,-0.0479,0.0942,-1.009,-0.3361,-0.5953,-0.4876,-0.3484,-0.4952,0.3086,-0.1237,0.3355,-0.5504,0.1435,-0.4874,0.7773,0.0711,-0.4013,-0.0019,1.6233,-0.713,-0.3956,0.4339,0.0278,0.4344,-0.3647,-0.4347,-0.2272,-0.7947,-0.5897,-0.1611,-0.7041,-0.4644,0.0691,-0.503,-0.3237,-0.6523,-0.3266,-0.3456,-0.2775,0.2112,-1.1655,-0.1173,1.1228,-0.701,0.6227,-0.033,0.073,-0.0325,0.1373,0.228,0.0794,0.0759,-0.5402,-0.2981,-0.1654,-0.1692,-0.379,0.1468,-0.0599,-0.5182,0.3204,-0.6058,-0.3524,0.6448,0.1233,-0.1717,0.3301,-0.1631
"ENSG00000074800.13_ENO1",0.2287,-0.2468,-0.334,-0.0049,-0.2851,-1.365,-0.1175,-0.0902,-0.0763,-0.1617,0.1731,-0.2873,1.4415,0.48,0.5182,0.5659,0.0233,0.2322,0.2347,-0.1447,-0.1945,0.0174,-0.5649,1.0401,0.0793,0.0936,0.1713,-0.6644,-0.0853,-0.1274,0.5556,0.6727,-0.2593,1.5238,0.3901,-0.5536,-0.0971,-0.0606,-0.4196,-0.9144,-0.3352,0.1554,-0.3728,0.5209,-0.9917,0.1711,0.0706,-0.2756,0.1893,-1.1497,-0.1809,0.062,0.2243,0.0369,0.3936,-0.0345,-0.5131,0.365,0.0644,-0.4456,0.8262,-0.0185,-0.3845,-0.5491,0.7072,-0.4143,0.4261,-0.5464,-1.3636,-0.22,-0.5732,-0.4663,-0.3807,-0.2425,-0.0888,1.7602,-0.0493,0.1565,-0.2371,-0.5086,0.5067,-0.3343,-0.4788,0.0809,-0.0551,0.3951,-0.7057,-0.4557,-0.172,-0.3785,1.054,-0.2188,-0.9588,-0.4272,0.0902,0.1676,-0.4682,0.5235,0.1757,-0.4466,-0.0373,-0.0924,-0.3798,0.1249,-0.4678,0.4678,-0.2823,-0.386,-0.0451,1.2003,0.6632,-0.1562,0.2365,-0.107,-0.2832,-0.2288,0.2301,-0.2097,0.3615,0.499,-0.0278,-0.096,0.8382,0.5832,-0.2937,0.1189,0.8311,0.2152,-0.1859,1.2998,0.7794,1.0235,-0.2561,-0.4234,-0.1411,-0.5715,0.9781,1.0835,0.561,-0.2954,-0.0345,0.7819,0.0543,-0.2291,-0.1284,-0.2275,0.1241,-0.4019,-0.2952,-0.0567,0.0272,-0.0749,-0.1841,0.2455,-0.0656,-0.0555,0.0757,-0.4097,-0.6403,-0.0944,-0.0905,0.6739,0.1635,0.1989,0.1898,-0.0087,0.0411,0.2494,-0.4086,-0.312,-0.162,-0.0674,0.065,-0.3546,0.2919,-0.4459,-0.1037,0.0365,-0.1292,-0.0213,0.3103,-0.2493,0.1157,-0.2551,-0.0317,-0.2747,-0.0291
